,Client ID,Client tenure year,Client tenure month,Age,Gender,Number of accounts,Balance,Calls 6 months,Log-ons 6 months,Age Group,Tenure Groups
26607,3583461,9,119,39,U,3,141147,1,4,Adult,New
26608,9501023,5,67,58,F,2,35918,0,3,Adult,New
26609,1549295,5,65,19,U,2,33530,6,9,Adult,New
26610,1993598,8,102,21,U,2,80098,0,3,Adult,New
26611,7509628,14,169,64,F,2,29238,2,5,Senior,Noob
26612,1397874,24,295,68,F,2,35302,1,4,Senior,Young
26613,2790345,24,288,66,F,2,447578,3,6,Senior,Young
26614,9494167,22,265,44,U,3,225483,6,9,Adult,Young
26615,381793,21,259,53,F,2,174611,1,5,Adult,Young
26616,3257381,20,242,72,F,2,33904,3,6,Senior,Young
26617,1044073,18,220,65,M,6,322277,1,4,Senior,Noob
26618,4610520,18,217,63,M,3,288993,2,5,Senior,Noob
26619,6603155,17,213,53,F,3,40557,3,6,Adult,Noob
26620,3526596,16,197,41,M,2,117686,1,4,Adult,Noob
26621,1467023,12,154,50,F,2,77820,1,4,Adult,Noob
26622,4476507,6,77,28,U,2,77042,2,5,Adult,New
26623,8921130,7,91,36,M,2,68402,3,6,Adult,New
26624,9787372,7,90,40,U,2,32187,0,3,Adult,New
26625,8627640,7,93,31,U,2,44958,3,6,Adult,New
26626,2305223,24,294,59,U,2,823960,3,6,Adult,Young
26627,5635789,4,57,27,U,2,33714,5,8,Adult,New
26628,3064622,11,140,54,F,2,24301,3,6,Adult,Noob
26629,4932688,26,312,62,M,2,28327,0,3,Senior,Young
26630,3727654,14,168,28,F,2,37226,2,5,Adult,Noob
26631,6473315,5,67,65,U,2,198556,3,6,Senior,New
26632,5086738,14,178,38,F,2,27263,0,3,Adult,Noob
26633,2702463,17,206,36,F,3,106944,4,7,Adult,Noob
26634,169185,7,93,34,U,2,33347,5,8,Adult,New
26635,2136669,15,190,33,M,2,56935,2,5,Adult,Noob
26636,9777880,25,308,27,F,2,440639,2,5,Adult,Young
26637,4068771,9,118,42,F,2,33737,2,5,Adult,New
26638,9491600,13,167,62,F,2,57161,1,4,Senior,Noob
26639,5245420,5,70,25,U,2,55351,3,6,Adult,New
26640,3641971,11,142,41,F,2,55470,0,3,Adult,Noob
26641,4296623,5,71,52,F,4,868986,5,8,Adult,New
26642,4206785,32,394,69,F,2,121194,6,9,Senior,Experimented
26643,9342554,15,189,38,F,2,28059,0,3,Adult,Noob
26644,2987983,11,139,59,M,2,129957,4,7,Adult,Noob
26645,6223007,9,114,25,F,2,64756,3,6,Adult,New
26646,3971130,18,216,73,U,2,123568,5,8,Senior,Noob
26647,9522546,15,191,42,M,2,35413,1,4,Adult,Noob
26648,1229841,13,157,70,M,2,31018,4,7,Senior,Noob
26649,5172802,6,74,51,M,2,89671,2,5,Adult,New
26650,9384038,8,102,46,U,2,24841,6,9,Adult,New
26651,428852,4,56,48,M,2,106287,2,5,Adult,New
26652,4671422,15,190,21,M,2,41108,0,3,Adult,Noob
26653,8026324,12,154,60,U,2,41264,2,5,Adult,Noob
26654,4597974,8,97,74,U,2,40991,4,7,Senior,New
26655,9023475,23,281,70,M,2,61730,2,5,Senior,Young
26656,6016803,23,276,53,M,3,120084,1,4,Adult,Young
26657,8356074,22,268,52,F,2,43401,6,9,Adult,Young
26658,4379998,29,349,68,F,2,211837,2,5,Senior,Young
26659,5686421,25,301,62,M,2,71860,3,6,Senior,Young
26660,7065877,17,208,46,U,2,92161,6,9,Adult,Noob
26661,5228551,16,198,56,F,2,233952,3,6,Adult,Noob
26662,7293836,14,175,55,F,2,69170,1,4,Adult,Noob
26663,3388762,17,205,61,F,2,110720,4,7,Senior,Noob
26664,2023843,17,206,34,M,3,93332,0,3,Adult,Noob
26665,8825349,6,82,53,U,2,27906,0,3,Adult,New
26666,9498329,5,64,28,U,2,50611,6,9,Adult,New
26667,9924809,16,202,45,M,2,96708,0,3,Adult,Noob
26668,7696084,10,121,44,M,2,417184,4,7,Adult,New
26669,1932460,4,56,63,F,2,45776,1,4,Senior,New
26670,5933753,19,239,72,F,2,50649,6,9,Senior,Noob
26671,2183946,5,66,25,U,2,77318,1,4,Adult,New
26672,8460039,9,118,29,M,2,44622,1,4,Adult,New
26673,2844725,4,58,21,M,3,42654,4,7,Adult,New
26674,8696373,10,127,66,F,2,230720,5,8,Senior,New
26675,6066338,30,362,53,F,2,159241,5,8,Adult,Experimented
26676,2373104,11,138,36,U,2,77237,0,3,Adult,Noob
26677,5585137,10,121,23,F,2,34751,2,5,Adult,New
26678,5854628,19,230,62,M,3,36363,5,8,Senior,Noob
26679,8230288,12,148,42,F,2,38485,1,4,Adult,Noob
26680,5110034,8,106,72,M,2,53812,3,6,Senior,New
26681,705148,13,161,58,M,2,109233,4,7,Adult,Noob
26682,9791397,10,126,30,M,3,118684,5,8,Adult,New
26683,210473,6,77,45,F,2,43865,6,9,Adult,New
26684,4411554,15,183,78,F,2,88657,4,7,Senior,Noob
26685,6195381,21,253,45,U,2,38366,6,9,Adult,Young
26686,7009824,4,58,29,U,2,31622,0,3,Adult,New
26687,2698849,4,57,45,U,2,37350,2,5,Adult,New
26688,3592203,10,126,32,M,2,86080,5,8,Adult,New
26689,128230,6,78,67,U,3,679606,5,9,Senior,New
26690,3536121,14,173,58,F,2,588034,6,9,Adult,Noob
26691,4369578,6,73,34,F,2,179372,2,5,Adult,New
26692,879684,17,214,54,F,2,119896,0,3,Adult,Noob
26693,6206471,8,107,22,M,2,32319,0,3,Adult,New
26694,5938949,15,189,57,F,2,145685,1,4,Adult,Noob
26695,3507472,5,70,49,U,2,108260,3,6,Adult,New
26696,7223169,6,72,46,U,2,55843,5,8,Adult,New
26697,8948990,14,169,18,F,2,29338,1,4,Adult,Noob
26698,6632849,9,109,60,M,2,38179,2,5,Adult,New
26699,3385748,7,88,29,U,3,47844,1,4,Adult,New
26700,4059897,12,155,51,F,2,33701,1,4,Adult,Noob
26701,7986289,8,97,76,U,2,218924,6,9,Senior,New
26702,8923646,8,96,40,U,2,35354,0,3,Adult,New
26703,4034407,19,230,48,M,2,28512,5,8,Adult,Noob
26704,3184891,7,93,45,U,3,783898,6,9,Adult,New
26705,7106246,6,74,34,U,2,125384,4,7,Adult,New
26706,9439774,23,284,55,U,2,304576,1,4,Adult,Young
26707,7884023,23,282,51,F,2,67535,3,6,Adult,Young
26708,1626170,26,313,69,F,2,157765,3,6,Senior,Young
26709,5822755,15,189,62,M,3,336108,6,9,Senior,Noob
26710,6507462,9,119,25,M,2,84106,2,5,Adult,New
26711,3940254,11,143,28,M,2,51358,4,7,Adult,Noob
26712,2348065,14,168,36,M,2,41471,3,6,Adult,Noob
26713,5222418,7,87,62,U,2,242296,5,9,Senior,New
26714,7957690,5,60,78,F,2,158002,6,9,Senior,New
26715,4666350,7,85,51,U,2,28425,0,3,Adult,New
26716,7066752,16,196,50,F,2,105304,0,3,Adult,Noob
26717,4653780,14,174,67,F,2,23810,1,4,Senior,Noob
26718,408411,17,204,51,M,2,223768,6,9,Adult,Noob
26719,4542543,13,158,33,M,2,332752,4,7,Adult,Noob
26720,5031797,14,170,36,F,3,201958,3,6,Adult,Noob
26721,4490987,21,257,41,M,4,1149214,5,8,Adult,Young
26722,1706593,16,202,48,M,2,49916,1,4,Adult,Noob
26723,9209531,13,162,61,F,2,45735,4,7,Senior,Noob
26724,8992229,19,228,59,M,2,129187,3,6,Adult,Noob
26725,1701641,5,71,30,U,2,64505,0,3,Adult,New
26726,2082753,12,155,29,U,3,97529,6,9,Adult,Noob
26727,2817541,27,330,67,F,4,310333,6,9,Senior,Young
26728,3449996,6,74,30,U,2,72449,0,3,Adult,New
26729,2492506,16,203,59,F,2,539615,5,8,Adult,Noob
26730,575213,8,107,44,M,2,51194,6,9,Adult,New
26731,189571,15,189,36,F,2,274063,3,6,Adult,Noob
26732,4296061,27,325,65,U,2,36076,0,3,Senior,Young
26733,3949774,8,100,64,U,2,313444,4,7,Senior,New
26734,8191466,3,44,33,M,2,34604,6,9,Adult,New
26735,7495691,15,189,70,U,2,45234,5,8,Senior,Noob
26736,4526584,16,202,44,M,2,82351,3,6,Adult,Noob
26737,1641457,5,71,59,U,2,45212,2,5,Adult,New
26738,5100894,6,72,61,U,2,37904,0,3,Senior,New
26739,7527129,10,131,62,M,2,78898,3,6,Senior,New
26740,5620645,4,50,24,M,2,27409,6,9,Adult,New
26741,4926351,10,123,25,F,2,29308,3,6,Adult,New
26742,3745236,20,240,57,M,2,79903,3,6,Adult,Young
26743,9636725,4,58,34,M,2,27560,0,3,Adult,New
26744,6877672,10,128,31,F,2,66045,1,4,Adult,New
26745,6155261,15,184,41,U,2,69578,0,3,Adult,Noob
26746,5016965,13,167,39,M,2,55705,1,4,Adult,Noob
26747,3292582,9,119,37,M,3,1126255,6,9,Adult,New
26748,569235,5,71,34,U,2,55698,3,6,Adult,New
26749,7740522,14,171,40,F,2,48033,2,5,Adult,Noob
26750,1105404,6,82,66,U,2,40755,0,3,Senior,New
26751,8446955,8,103,52,U,2,470152,4,7,Adult,New
26752,2522202,10,120,73,F,2,60922,6,9,Senior,New
26753,3130254,18,220,54,F,2,42274,3,6,Adult,Noob
26754,6375896,13,167,65,M,2,308646,6,9,Senior,Noob
26755,5636190,13,167,42,M,4,573440,6,9,Adult,Noob
26756,7629919,6,75,44,U,3,173283,3,6,Adult,New
26757,9015286,8,104,22,M,3,84559,6,9,Adult,New
26758,7196140,15,186,50,F,2,219289,5,8,Adult,Noob
26759,2424817,12,151,31,M,2,26848,0,3,Adult,Noob
26760,6773158,5,60,23,U,2,34154,2,5,Adult,New
26761,1139631,6,81,62,F,2,290165,6,9,Senior,New
26762,9542219,17,211,71,F,2,59797,2,5,Senior,Noob
26763,4400466,5,70,48,U,3,51633,5,8,Adult,New
26764,3111271,7,90,29,M,2,39974,5,8,Adult,New
26765,8033640,16,193,64,M,2,71994,3,6,Senior,Noob
26766,2650434,5,65,22,U,4,41923,6,9,Adult,New
26767,2021249,25,309,71,F,2,138839,0,3,Senior,Young
26768,5726651,25,303,73,U,2,60921,1,4,Senior,Young
26769,9297665,25,301,64,M,2,138264,6,9,Senior,Young
26770,8537447,25,300,52,M,3,2930952,6,9,Adult,Young
26771,4497546,23,281,80,F,5,365831,6,9,Senior,Young
26772,9199824,21,262,24,U,2,163039,4,7,Adult,Young
26773,9800528,21,261,51,M,2,99193,4,7,Adult,Young
26774,7350380,19,231,61,F,2,693296,0,3,Senior,Noob
26775,7937128,17,215,76,M,2,274851,6,9,Senior,Noob
26776,9812859,8,100,51,U,2,135517,4,7,Adult,New
26777,7358589,6,72,21,U,2,54906,6,9,Adult,New
26778,9799728,2,35,43,U,2,30098,1,4,Adult,New
26779,3210451,14,172,59,M,2,49813,2,5,Adult,Noob
26780,8218056,12,148,70,F,2,400851,0,3,Senior,Noob
26781,4138900,7,92,69,M,2,226226,4,7,Senior,New
26782,3906973,26,317,64,F,2,42912,0,3,Senior,Young
26783,4008427,6,73,23,U,2,32960,2,5,Adult,New
26784,2966822,10,130,21,U,2,88056,5,8,Adult,New
26785,31766,14,176,19,F,2,26438,3,6,Adult,Noob
26786,2075007,5,70,33,U,2,110765,6,9,Adult,New
26787,5139985,7,90,47,U,2,93439,1,4,Adult,New
26788,7606773,15,186,31,F,2,71561,2,5,Adult,Noob
26789,987596,6,76,54,F,2,61271,0,3,Adult,New
26790,6878332,14,176,43,F,2,115237,3,6,Adult,Noob
26791,2500828,6,74,32,U,2,29264,0,3,Adult,New
26792,4447493,6,82,37,U,3,52484,6,9,Adult,New
26793,4846965,9,110,82,F,2,312742,6,9,Senior,New
26794,8407501,13,160,51,F,2,259272,2,5,Adult,Noob
26795,8643727,25,310,49,M,2,60525,1,4,Adult,Young
26796,4244891,8,106,51,M,2,87989,2,5,Adult,New
26797,8775808,7,85,61,U,2,26079,2,5,Senior,New
26798,4474898,11,137,29,F,2,75276,6,9,Adult,Noob
26799,866794,34,418,63,M,3,699400,4,7,Senior,Experimented
26800,8561891,15,182,72,M,2,25885,2,5,Senior,Noob
26801,7432524,20,243,62,M,2,33180,2,5,Senior,Young
26802,9225498,14,173,51,M,2,27748,2,5,Adult,Noob
26803,3403877,13,162,26,F,2,1383870,6,9,Adult,Noob
26804,3044046,22,275,34,U,4,41607,6,9,Adult,Young
26805,1106518,21,257,76,M,3,194237,6,9,Senior,Young
26806,2014783,21,254,44,M,3,327658,5,8,Adult,Young
26807,7019445,16,193,60,U,2,134825,1,4,Adult,Noob
26808,1206850,8,96,68,F,2,107454,4,7,Senior,New
26809,7841600,6,78,40,U,3,178679,0,3,Adult,New
26810,4658582,5,70,56,F,2,33436,2,5,Adult,New
26811,3497347,8,99,63,U,2,76822,5,8,Senior,New
26812,3910683,5,70,24,U,3,65233,6,9,Adult,New
26813,9292913,6,75,42,U,2,28143,0,3,Adult,New
26814,5103477,9,112,68,F,2,116125,6,9,Senior,New
26815,9512888,13,166,39,M,2,45730,2,5,Adult,Noob
26816,4002905,5,66,35,U,2,42039,0,3,Adult,New
26817,4718148,15,181,65,F,2,55605,2,5,Senior,Noob
26818,275210,21,253,45,F,2,27796,6,9,Adult,Young
26819,8833735,5,62,24,U,2,26493,0,3,Adult,New
26820,9251910,17,211,55,M,2,86610,5,8,Adult,Noob
26821,857522,16,195,53,M,2,27822,0,3,Adult,Noob
26822,7274662,5,66,32,U,2,42903,5,8,Adult,New
26823,840501,14,170,41,M,2,102785,0,3,Adult,Noob
26824,1211689,4,58,20,U,2,28894,3,6,Adult,New
26825,3999713,15,186,46,M,3,160596,6,9,Adult,Noob
26826,998429,14,170,33,F,2,146713,2,5,Adult,Noob
26827,1859520,4,54,53,U,2,64871,6,9,Adult,New
26828,2431679,4,57,29,U,2,32179,4,7,Adult,New
26829,5109620,13,165,33,M,2,32791,1,4,Adult,Noob
26830,8544228,7,93,35,U,2,35329,1,4,Adult,New
26831,2673006,13,164,44,M,2,29653,2,5,Adult,Noob
26832,8884678,7,94,63,U,2,34346,1,4,Senior,New
26833,3734502,11,142,64,M,2,66611,0,4,Senior,Noob
26834,7028952,26,322,71,F,2,96811,5,8,Senior,Young
26835,4465442,4,58,37,U,2,71952,6,9,Adult,New
26836,9336025,8,106,67,F,2,44731,3,6,Senior,New
26837,9581688,10,121,28,M,3,81980,4,7,Adult,New
26838,1616120,15,191,35,F,2,36890,1,4,Adult,Noob
26839,343583,15,190,34,M,2,58212,0,3,Adult,Noob
26840,6785921,15,187,66,M,2,95667,1,4,Senior,Noob
26841,7997924,4,58,27,U,2,35775,3,6,Adult,New
26842,7365988,6,80,64,U,2,133387,4,7,Senior,New
26843,7932298,14,173,38,F,2,57455,2,5,Adult,Noob
26844,3265970,10,120,38,M,3,41227,6,9,Adult,New
26845,1898005,25,304,20,M,2,55676,4,7,Adult,Young
26846,5155357,23,285,70,F,2,102069,2,5,Senior,Young
26847,7716851,22,272,32,F,2,44762,1,4,Adult,Young
26848,9655295,21,262,53,M,3,226502,6,9,Adult,Young
26849,3171521,21,257,37,F,3,580857,3,6,Adult,Young
26850,4559890,21,253,79,M,2,359590,1,4,Senior,Young
26851,5065123,20,248,54,F,3,113006,1,4,Adult,Young
26852,9276611,21,258,33,F,2,28162,1,4,Adult,Young
26853,3773162,19,237,68,F,2,39261,0,4,Senior,Noob
26854,673672,23,278,66,M,2,631375,2,5,Senior,Young
26855,7748410,9,112,57,F,2,85999,2,5,Adult,New
26856,5963715,16,192,53,M,2,37471,2,5,Adult,Noob
26857,2252926,9,110,30,F,2,86135,2,5,Adult,New
26858,6842104,21,253,48,M,2,57036,6,9,Adult,Young
26859,8765479,4,58,37,U,2,40546,0,3,Adult,New
26860,7211752,6,72,63,U,2,443428,6,9,Senior,New
26861,4717832,22,265,63,U,2,135046,5,8,Senior,Young
26862,1595299,5,60,34,U,3,42452,5,8,Adult,New
26863,670772,13,167,54,M,2,231664,6,9,Adult,Noob
26864,4490726,29,355,83,M,2,787610,5,8,Senior,Young
26865,1603300,7,86,50,U,2,139577,2,5,Adult,New
26866,2578044,4,58,22,U,2,45001,0,3,Adult,New
26867,9370023,9,109,35,M,2,36685,6,9,Adult,New
26868,6430614,6,73,28,U,2,50922,3,6,Adult,New
26869,7891560,13,162,88,M,2,223594,2,5,Senior,Noob
26870,6836346,15,181,63,M,3,251822,6,9,Senior,Noob
26871,4964075,8,104,30,F,2,47190,5,8,Adult,New
26872,7378334,8,96,30,U,2,43426,0,3,Adult,New
26873,9814849,12,149,32,F,2,33807,1,4,Adult,Noob
26874,5287546,13,166,48,F,2,46213,0,3,Adult,Noob
26875,4124935,8,107,34,M,2,51463,6,9,Adult,New
26876,8627900,14,178,71,M,2,205069,6,9,Senior,Noob
26877,5595433,4,59,22,U,2,30082,0,3,Adult,New
26878,557659,8,107,53,F,2,329834,0,4,Adult,New
26879,6365611,6,77,31,U,2,56483,6,9,Adult,New
26880,6222460,8,96,28,U,2,62149,2,5,Adult,New
26881,6213441,7,88,23,M,2,79133,4,7,Adult,New
26882,9608642,6,83,53,U,2,43367,4,7,Adult,New
26883,9529062,26,320,34,M,2,64350,1,4,Adult,Young
26884,1429007,9,118,51,F,2,310011,4,7,Adult,New
26885,4657902,13,158,59,M,2,218046,6,9,Adult,Noob
26886,5697633,8,97,41,U,2,51736,1,4,Adult,New
26887,3213131,5,67,65,U,2,48802,5,8,Senior,New
26888,5177025,9,113,28,M,2,27206,5,8,Adult,New
26889,5771710,12,145,31,M,2,113451,2,5,Adult,Noob
26890,4007337,4,59,60,U,2,33193,3,6,Adult,New
26891,8866465,15,186,67,F,3,1216746,4,7,Senior,Noob
26892,2660768,9,109,69,F,2,169500,4,7,Senior,New
26893,9208412,11,137,54,M,2,54596,0,3,Adult,Noob
26894,9425392,15,184,48,M,2,53653,0,3,Adult,Noob
26895,3059961,5,67,72,U,2,34287,2,5,Senior,New
26896,9460114,9,116,68,F,2,37436,0,3,Senior,New
26897,14690,6,83,43,M,3,205881,5,8,Adult,New
26898,6238365,4,59,31,U,3,41133,1,4,Adult,New
26899,6506740,23,285,25,M,2,152372,0,3,Adult,Young
26900,7220936,23,278,57,M,3,181027,6,9,Adult,Young
26901,5243725,22,268,66,F,2,99649,3,6,Senior,Young
26902,3991845,20,243,46,F,2,193225,4,7,Adult,Young
26903,1388127,20,241,27,F,2,76469,0,5,Adult,Young
26904,8716491,19,233,54,F,2,126546,6,9,Adult,Noob
26905,3454815,5,66,26,F,2,26369,2,5,Adult,New
26906,6436120,5,60,31,U,2,26718,6,9,Adult,New
26907,2769749,6,81,28,U,2,35265,3,6,Adult,New
26908,6673476,9,112,58,F,2,23914,1,4,Adult,New
26909,6036986,8,107,47,M,3,394200,5,8,Adult,New
26910,5017388,27,335,28,M,2,40920,1,4,Adult,Young
26911,6113000,12,155,66,M,2,304777,2,5,Senior,Noob
26912,4003122,8,98,25,U,2,52733,5,8,Adult,New
26913,8491056,6,79,62,U,2,38316,1,4,Senior,New
26914,8271447,12,146,44,F,2,64831,1,4,Adult,Noob
26915,7872965,5,65,34,U,2,31091,6,9,Adult,New
26916,5345538,14,168,27,M,3,27344,2,5,Adult,Noob
26917,1601079,7,88,30,U,3,65691,6,9,Adult,New
26918,8839979,4,58,31,U,2,30647,2,5,Adult,New
26919,6983433,10,123,34,M,4,214266,6,9,Adult,New
26920,2332011,15,185,64,F,2,35390,0,3,Senior,Noob
26921,1936338,6,82,45,U,2,63289,0,3,Adult,New
26922,6058534,13,166,60,F,2,46670,0,3,Adult,Noob
26923,3197097,11,142,68,M,2,69796,4,7,Senior,Noob
26924,3128635,16,194,55,F,2,216103,5,8,Adult,Noob
26925,5574187,14,175,45,F,2,123986,5,8,Adult,Noob
26926,3313640,11,133,32,M,3,104848,6,9,Adult,Noob
26927,1392842,13,162,58,F,2,25751,6,9,Adult,Noob
26928,6226635,13,165,42,F,2,150854,3,6,Adult,Noob
26929,1643,19,229,55,M,2,81731,0,3,Adult,Noob
26930,9577370,13,167,27,M,2,48882,5,8,Adult,Noob
26931,5087982,16,202,40,M,2,29477,0,3,Adult,Noob
26932,7912744,5,69,30,U,2,47518,3,6,Adult,New
26933,6972057,12,151,32,F,2,31599,0,3,Adult,Noob
26934,3517546,6,77,44,U,2,65105,1,4,Adult,New
26935,2021664,16,196,47,M,2,62042,2,5,Adult,Noob
26936,5294828,16,192,49,M,2,126781,6,9,Adult,Noob
26937,2656252,7,95,37,U,2,179029,3,6,Adult,New
26938,8231470,7,94,37,U,2,44857,6,9,Adult,New
26939,4103512,7,88,29,U,2,61444,3,6,Adult,New
26940,7422572,7,84,62,U,2,46642,6,9,Senior,New
26941,2800558,11,137,55,U,3,47397,2,5,Adult,Noob
26942,9709954,13,160,59,M,2,58550,6,9,Adult,Noob
26943,4139496,12,154,44,M,2,78679,6,9,Adult,Noob
26944,5308124,5,65,51,U,2,105235,0,3,Adult,New
26945,6675629,4,59,21,U,2,36172,1,4,Adult,New
26946,7708064,5,60,25,U,2,41635,6,9,Adult,New
26947,5364422,25,300,46,M,3,111387,6,9,Adult,Young
26948,8706649,23,283,72,U,2,135901,0,3,Senior,Young
26949,6597530,22,275,61,M,2,226401,6,9,Senior,Young
26950,7192445,22,264,65,M,3,388705,5,8,Senior,Young
26951,7993172,22,264,51,M,2,27141,1,4,Adult,Young
26952,1526569,21,261,64,F,3,444184,6,9,Senior,Young
26953,5443219,21,259,53,M,4,189353,6,9,Adult,Young
26954,1275644,20,241,46,F,3,119072,0,7,Adult,Young
26955,3919868,19,233,49,F,2,128429,3,6,Adult,Noob
26956,5705673,18,218,43,M,2,67825,6,9,Adult,Noob
26957,9039422,14,178,52,M,2,36031,0,3,Adult,Noob
26958,9918249,14,177,41,F,2,40959,0,3,Adult,Noob
26959,8468949,6,83,21,U,2,57212,0,3,Adult,New
26960,8337723,29,357,61,M,4,3793339,5,8,Senior,Young
26961,6746439,12,151,34,F,2,34154,2,5,Adult,Noob
26962,8547781,9,110,33,M,2,71936,6,9,Adult,New
26963,9002539,14,168,64,F,2,32661,2,5,Senior,Noob
26964,1484537,4,58,51,U,2,27466,0,3,Adult,New
26965,2061519,10,126,56,M,2,270310,6,9,Adult,New
26966,8446061,9,117,68,F,3,248984,3,6,Senior,New
26967,6255565,4,59,56,F,2,154494,6,9,Adult,New
26968,1053696,11,141,55,F,2,104907,6,9,Adult,Noob
26969,5146488,16,195,52,M,2,745757,1,4,Adult,Noob
26970,9507433,12,154,22,M,3,52574,6,9,Adult,Noob
26971,5815975,12,144,63,M,2,254071,6,9,Senior,Noob
26972,8936935,18,225,67,M,2,243591,2,5,Senior,Noob
26973,3275704,28,342,74,M,4,1640146,3,8,Senior,Young
26974,1661054,12,151,61,F,2,29406,0,3,Senior,Noob
26975,8777706,4,59,30,U,2,44986,1,4,Adult,New
26976,2140309,13,166,26,M,2,68861,2,5,Adult,Noob
26977,8223055,14,179,58,F,3,52908,6,9,Adult,Noob
26978,4751631,14,169,57,M,2,37790,0,3,Adult,Noob
26979,8350152,35,420,54,M,2,65911,5,8,Adult,Experimented
26980,6686178,6,80,32,M,3,120029,6,9,Adult,New
26981,5967613,4,58,35,U,2,39344,4,7,Adult,New
26982,6312740,14,178,51,F,2,62655,1,4,Adult,Noob
26983,6984006,13,157,46,M,2,67046,0,3,Adult,Noob
26984,8127199,15,188,42,F,2,75259,0,3,Adult,Noob
26985,5124813,9,115,22,M,2,29921,2,5,Adult,New
26986,5870520,15,185,67,M,2,62474,2,5,Senior,Noob
26987,9675490,13,156,74,F,2,32737,0,4,Senior,Noob
26988,5770244,4,58,24,U,2,300846,4,7,Adult,New
26989,9077478,11,137,45,M,2,44277,6,9,Adult,Noob
26990,4137856,4,58,27,U,2,29786,0,3,Adult,New
26991,807316,6,83,55,U,2,657132,5,8,Adult,New
26992,2172228,5,60,40,U,2,43316,0,4,Adult,New
26993,9721734,9,109,17,M,2,31590,0,3,Teen,New
26994,4306555,13,158,50,F,2,29709,2,5,Adult,Noob
26995,972193,6,83,68,U,2,32233,0,3,Senior,New
26996,1437677,6,73,35,U,2,60220,6,9,Adult,New
26997,2032704,11,137,31,F,2,25483,2,5,Adult,Noob
26998,1974569,5,64,63,F,2,28939,2,5,Senior,New
26999,9398666,31,376,64,U,3,658242,6,9,Senior,Experimented
27000,9105207,5,64,57,F,2,445645,1,4,Adult,New
27001,2069251,11,141,32,M,2,40612,6,9,Adult,Noob
27002,6210325,5,64,27,M,3,330920,6,9,Adult,New
27003,8676702,22,275,60,M,2,80724,0,3,Adult,Young
27004,1515031,21,257,43,M,3,101021,6,9,Adult,Young
27005,928670,20,251,52,F,2,30782,6,9,Adult,Young
27006,9857251,20,246,46,F,4,147012,5,8,Adult,Young
27007,790948,20,246,48,F,2,26060,1,4,Adult,Young
27008,1304790,12,144,38,M,2,63707,3,6,Adult,Noob
27009,1382524,14,170,36,F,2,53842,2,5,Adult,Noob
27010,2093746,14,176,58,M,2,340262,6,9,Adult,Noob
27011,1608769,15,190,59,M,2,33943,2,5,Adult,Noob
27012,5690717,10,120,59,F,3,132587,2,5,Adult,New
27013,1760254,38,460,60,F,2,317978,1,4,Adult,Experimented
27014,6845489,8,97,30,U,3,67750,6,9,Adult,New
27015,3571028,8,101,56,M,2,114637,2,5,Adult,New
27016,8609111,6,81,43,U,2,386436,6,9,Adult,New
27017,9890510,5,71,51,M,2,25112,0,3,Adult,New
27018,1347409,14,173,37,M,2,64983,5,8,Adult,Noob
27019,1602111,8,107,41,F,2,39795,2,5,Adult,New
27020,8176637,14,168,47,F,2,55334,2,5,Adult,Noob
27021,7363662,4,57,26,U,2,47077,2,7,Adult,New
27022,342283,8,106,60,M,2,38483,1,4,Adult,New
27023,6379532,9,115,30,F,3,45385,6,9,Adult,New
27024,1534996,6,72,43,U,3,270844,6,9,Adult,New
27025,8539397,11,138,30,M,2,36140,6,9,Adult,Noob
27026,1798507,5,64,19,U,3,32662,2,5,Adult,New
27027,179119,4,58,54,U,2,125973,2,5,Adult,New
27028,3584232,6,77,23,U,2,30066,5,8,Adult,New
27029,9342499,5,65,30,U,2,52163,1,4,Adult,New
27030,9191817,14,179,28,M,2,113625,6,9,Adult,Noob
27031,1963145,5,70,30,U,2,30968,0,3,Adult,New
27032,2045712,21,262,72,F,2,30252,3,6,Senior,Young
27033,8648261,5,66,23,U,2,42588,4,7,Adult,New
27034,3829697,27,335,73,F,2,138059,6,9,Senior,Young
27035,4244178,33,407,79,M,3,1332822,6,9,Senior,Experimented
27036,7828726,10,125,33,M,2,90976,5,8,Adult,New
27037,9790438,13,157,65,U,2,98758,4,7,Senior,Noob
27038,9639027,5,65,57,M,2,28136,1,4,Adult,New
27039,9606146,6,77,26,U,2,37388,6,9,Adult,New
27040,8461324,15,189,48,F,2,48972,0,3,Adult,Noob
27041,77933,5,65,39,U,2,97418,3,6,Adult,New
27042,2708707,6,75,29,U,3,49892,6,9,Adult,New
27043,3304360,15,182,52,M,2,599600,1,4,Adult,Noob
27044,9517918,5,71,62,U,3,481931,6,9,Senior,New
27045,329062,13,157,64,F,3,107135,5,9,Senior,Noob
27046,5923090,16,195,37,F,3,148184,5,8,Adult,Noob
27047,4977487,9,110,61,M,2,54495,0,3,Senior,New
27048,3633157,12,154,75,F,2,33143,1,4,Senior,Noob
27049,7615245,21,260,31,M,3,342270,5,8,Adult,Young
27050,109413,21,255,51,M,3,2149931,2,5,Adult,Young
27051,9051760,18,217,42,M,3,290763,2,5,Adult,Noob
27052,2605871,17,214,51,F,2,47238,3,6,Adult,Noob
27053,2035055,16,202,55,M,2,105748,4,7,Adult,Noob
27054,8191811,4,58,24,U,2,25442,6,9,Adult,New
27055,6564940,15,182,43,M,2,220717,0,3,Adult,Noob
27056,9527640,7,92,28,U,2,56370,6,9,Adult,New
